step,lr,in_warmup,bc1_m_convergence,bc2_v_convergence,inv_bc2_amplification,adam_amp,effective_lr,step_noise_power,step_signal_power,signal_dominance,signal_quality,cumulative_displacement,disruption_vs_xavier_emb,disruption_vs_xavier_enc,ln_V_random_baseline,v_halflife_693
4959,0.00011572576761998652,0,1.0,0.9930044542547607,1.0070448281629203,0.9964960884292325,0.0001153202747637869,8.095649012885494e-07,0.00011491620271869797,141.94810389604444,0.9930044542547607,1.8685809823296493,79.15964223102034,29.89729571727439,9.210340371976184,0.0
4960,0.00011562259236508443,0,1.0,0.9930114498005059,1.0070377337551324,0.9964995984949045,0.00011521786686874666,8.080342909390324e-07,0.0001148145580741454,142.09119509113552,0.9930114498005059,1.8686966049220144,79.16454040944129,29.89914567875223,9.210340371976184,0.0
4961,0.00011551950174298795,0,1.0,0.9930184383507055,1.0070306465415588,0.9965031050381657,0.0001151155421793493,8.065065231144575e-07,0.0001147129952198735,142.23442952065707,0.9930184383507055,1.8688121244237574,79.16943422058202,29.90099399078012,9.210340371976184,0.0
4962,0.00011541649579439539,0,1.0,0.9930254199123547,1.0070235665148037,0.996506608062563,0.00011501330073854,8.049815933533862e-07,0.000114611514201042,142.37780732798402,0.9930254199123547,1.8689275409195518,79.1743236680296,29.90284065471283,9.210340371976184,0.0
4963,0.00011531357455997204,0,1.0,0.9930323944924424,1.0070164936674788,0.9965101075716405,0.00011491114258922813,8.034594972002145e-07,0.00011451011506277182,142.52132865664166,0.9930323944924424,1.8690428544941118,79.17920875537281,29.90468567190579,9.210340371976184,0.0
4964,0.00011521073808034936,0,1.0,0.99303936209795,1.0070094279922042,0.9965136035689378,0.000114809067774286,8.019402302052394e-07,0.00011440879785014413,142.66499365029193,0.99303936209795,1.8691580652321922,79.18408948620217,29.906529043715075,9.210340371976184,0.0
4965,0.00011510798639612572,0,1.0,0.9930463227358519,1.0070023694816075,0.9965170960579914,0.00011470707633654998,8.004237879246063e-07,0.0001143075626082011,142.80880245274267,0.9930463227358519,1.8692731732185883,79.1889658641099,29.908370771497413,9.210340371976184,0.0
4966,0.00011500531954786579,0,1.0,0.9930532764131161,1.0069953181283235,0.9965205850423343,0.00011460516831881982,7.989101659202751e-07,0.00011420640938194551,142.95275520795215,0.9930532764131161,1.869388178538136,79.19383789268997,29.910210856610178,9.210340371976184,0.0
4967,0.00011490273757610094,0,1.0,0.993060223136703,1.006988273924996,0.9965240705254957,0.00011450334376385894,7.973993597601182e-07,0.00011410533821634082,143.0968520600106,0.993060223136703,1.8695030812757123,79.19870557553803,29.912049300411397,9.210340371976184,0.0
4968,0.00011480024052132871,0,1.0,0.9930671629135663,1.0069812368642754,0.9965275525110013,0.00011440160271439398,7.958913650177722e-07,0.00011400434915631093,143.24109315316574,0.9930671629135663,1.8696178815162336,79.20356891625146,29.91388610425974,9.210340371976184,0.0
4969,0.00011469782842401353,0,1.0,0.9930740957506528,1.0069742069388206,0.9965310310023733,0.00011429994521311551,7.943861772727768e-07,0.00011390344224674074,143.38547863179713,0.9930740957506528,1.8697325793446578,79.20842791842936,29.915721269514524,9.210340371976184,0.0
4970,0.00011459550132458579,0,1.0,0.9930810216549021,1.006967184141298,0.9965345060031299,0.00011419837130267712,7.928837921104485e-07,0.00011380261753247534,143.53000864043727,0.9930810216549021,1.8698471748459824,79.21328258567254,29.91755479753572,9.210340371976184,0.0
4971,0.00011449325926344293,0,1.0,0.9930879406332471,1.0069601684643812,0.9965379775167865,0.00011409688102569649,7.913842051219462e-07,0.00011370187505832098,143.67468332375978,0.9930879406332471,1.8699616681052458,79.21813292158352,29.919386689683932,9.210340371976184,0.0
4972,0.00011439110228094826,0,1.0,0.9930948526926139,1.0069531599007526,0.9965414455468542,0.00011399547442475422,7.898874119042198e-07,0.00011360121486904404,143.8195028265865,0.9930948526926139,1.8700760592075267,79.22297892976651,29.921216947320428,9.210340371976184,0.0
4973,0.00011428903041743191,0,1.0,0.9931017578399213,1.0069461584431014,0.9965449100968413,0.00011389415154239485,7.883934080600488e-07,0.00011350063700937185,143.96446729388046,0.9931017578399213,1.870190348237944,79.22782061382748,29.923045571807105,9.210340371976184,0.0
4974,0.00011418704371319007,0,1.0,0.9931086560820814,1.0069391640841252,0.9965483711702514,0.00011379291242112586,7.869021891979942e-07,0.00011340014152399207,144.10957687075287,0.9931086560820814,1.8703045352816572,79.23265797737406,29.924872564506515,9.210340371976184,0.0
4975,0.00011408514220848554,0,1.0,0.9931155474259993,1.0069321768165287,0.996551828770586,0.00011369175710341863,7.854137509324466e-07,0.0001132997284575531,144.25483170245386,0.9931155474259993,1.8704186204238658,79.2374910240156,29.926697926781852,9.210340371976184,0.0
4976,0.00011398332594354746,0,1.0,0.9931224318785733,1.0069251966330246,0.9965552829013419,0.0001135906856317078,7.839280888835312e-07,0.00011319939785466393,144.40023193438861,0.9931224318785733,1.8705326037498093,79.24231975736316,29.92852165999695,9.210340371976184,0.0
4977,0.00011388159495857129,0,1.0,0.9931293094466948,1.0069182235263332,0.9965587335660124,0.00011348969804839139,7.824451986771903e-07,0.0001130991497598941,144.5457777121013,0.9931293094466948,1.870646485344768,79.2471441810295,29.930343765516287,9.210340371976184,0.0
4978,0.00011377994929371874,0,1.0,0.993136180137248,1.0069112574891828,0.9965621807680883,0.00011338879439583086,7.809650759451391e-07,0.0001129989842177736,144.69146918128192,0.993136180137248,1.8707602652940616,79.25196429862908,29.932164244704985,9.210340371976184,0.0
4979,0.00011367838898911801,0,1.0,0.9931430439571108,1.0069042985143088,0.9965656245110559,0.00011328797471635113,7.794877163248375e-07,0.00011289890127279317,144.83730648777097,0.9931430439571108,1.8708739436830506,79.25678011377804,29.93398309892881,9.210340371976184,0.0
4980,0.00011357691408486327,0,1.0,0.9931499009131537,1.0068973465944546,0.9965690647983981,0.0001131872390522402,7.780131154595433e-07,0.00011279890096940372,144.9832897775478,0.9931499009131537,1.8709875205971354,79.26159163009426,29.935800329554166,9.210340371976184,0.0
4981,0.00011347552462101555,0,1.0,0.9931567510122405,1.0068904017223714,0.9965725016335943,0.00011308658744575,7.765412689982376e-07,0.00011269898335201731,145.1294191967447,0.9931567510122405,1.8711009961217564,79.26639885119728,29.937615937948102,9.210340371976184,0.0
4982,0.00011337422063760152,0,1.0,0.9931635942612282,1.0068834638908175,0.9965759350201209,0.00011298601993909522,7.750721725956743e-07,0.00011259914846500584,145.275694891635,0.9931635942612282,1.871214370342394,79.27120178070838,29.939429925478304,9.210340371976184,0.0
4983,0.00011327300217461454,0,1.0,0.9931704306669671,1.0068765330925595,0.99657936496145,0.00011288553657445432,7.736058219123182e-07,0.00011249939635270223,145.42211700864513,0.9931704306669671,1.8713276433445687,79.27600042225048,29.9412422935131,9.210340371976184,0.0
4984,0.00011317186927201398,0,1.0,0.9931772602363,1.006869609320371,0.9965827914610508,0.00011278513739396881,7.721422126144233e-07,0.00011239972705939956,145.56868569433783,0.9931772602363,1.8714408152138406,79.28079477944821,29.94305304342145,9.210340371976184,0.0
4985,0.00011307082196972553,0,1.0,0.9931840829760638,1.0068626925670339,0.9965862145223884,0.00011268482243974368,7.706813403739168e-07,0.00011230014062935162,145.71540109543352,0.9931840829760638,1.8715538860358103,79.28558485592792,29.944862176572965,9.210340371976184,0.0
4986,0.00011296986030764105,0,1.0,0.9931908988930878,1.006855782825337,0.9965896341489247,0.00011258459175384713,7.692232008684799e-07,0.00011220063710677257,145.86226335879383,0.9931908988930878,1.871666855896118,79.29037065531762,29.94666969433789,9.210340371976184,0.0
4987,0.00011286898432561873,0,1.0,0.9931977079941946,1.0068488800880773,0.9965930503441185,0.00011248444537831087,7.677677897815312e-07,0.0001121012165358372,146.00927263142373,0.9931977079941946,1.8717797248804438,79.29515218124703,29.9484755980871,9.210340371976184,0.0
4988,0.00011276819406348261,0,1.0,0.9932045102862005,1.0068419843480587,0.9965964631114242,0.00011238438335512947,7.663151028021428e-07,0.00011200187896068047,146.15642906048606,0.9932045102862005,1.8718924930745073,79.29992943734753,29.950279889192117,9.210340371976184,0.0
4989,0.00011266748956102327,0,1.0,0.9932113057759142,1.0068350955980936,0.9965998724542936,0.00011228440572626125,7.648651356251647e-07,0.00011190262442539811,146.3037327932776,0.9932113057759142,1.8720051605640684,79.3047024272522,29.952082569025094,9.210340371976184,0.0
4990,0.00011256687085799708,0,1.0,0.9932180944701383,1.0068282138310012,0.9966032783761742,0.00011218451253362731,7.634178839510768e-07,0.000111803452974046,146.45118397725517,0.9932180944701383,1.8721177274349263,79.30947115459581,29.95388363895882,9.210340371976184,0.0
4991,0.0001124663379941268,0,1.0,0.9932248763756681,1.0068213390396088,0.9966066808805106,0.00011208470381911239,7.619733434861002e-07,0.00011170436465064071,146.5987827600145,0.9932248763756681,1.8722301937729204,79.3142356230148,29.955683100366727,9.210340371976184,0.0
4992,0.0001123658910091013,0,1.0,0.9932316514992925,1.0068144712167506,0.9966100799707438,0.00011198497962456432,7.605315099421143e-07,0.00011160535949915919,146.74652928930414,0.9932316514992925,1.8723425596639296,79.31899583614732,29.957480954622874,9.210340371976184,0.0
4993,0.00011226552994257529,0,1.0,0.9932384198477933,1.0068076103552688,0.9966134756503112,0.00011188533999179404,7.590923790366882e-07,0.00011150643756353861,146.89442371301863,0.9932384198477933,1.8724548251938722,79.32375179763315,29.959277203101955,9.210340371976184,0.0
4994,0.00011216525483416983,0,1.0,0.9932451814279455,1.0068007564480135,0.9966168679226465,0.00011178578496257582,7.576559464930774e-07,0.00011140759888767675,147.04246617919821,0.9932451814279455,1.8725669904487063,79.32850351111381,29.9610718471793,9.210340371976184,0.0
4995,0.00011206506572347192,0,1.0,0.9932519362465175,1.0067939094878418,0.9966202567911799,0.00011168631457864704,7.562222080401915e-07,0.00011130884351543172,147.19065683603398,0.9932519362465175,1.8726790555144297,79.33325098023244,29.962864888230875,9.210340371976184,0.0
4996,0.00011196496265003466,0,1.0,0.993258684310271,1.0067870694676184,0.996623642259339,0.00011158692888170839,7.547911594126026e-07,0.00011121017149062206,147.33899583186508,0.993258684310271,1.8727910204770797,79.33799420863387,29.964656327633275,9.210340371976184,0.0
4997,0.00011186494565337712,0,1.0,0.9932654256259608,1.0067802363802154,0.996627024330547,0.00011148762791342359,7.533627963505255e-07,0.0001111115828570266,147.4874833151815,0.9932654256259608,1.872902885422733,79.34273319996464,29.966446166763728,9.210340371976184,0.0
4998,0.00011176501477298448,0,1.0,0.9932721602003347,1.0067734102185129,0.9966304030082238,0.00011138841171541961,7.519371145998643e-07,0.00011101307765838462,147.63611943461402,0.9932721602003347,1.873014650437506,79.34746795787295,29.968234407000097,9.210340371976184,0.0
4999,0.00011166517004830781,0,1.0,0.9932788880401344,1.0067665909753978,0.9966337782957863,0.00011128928032928649,7.505141099121052e-07,0.00011091465593839571,147.78490433895405,0.9932788880401344,1.8731263156075544,79.35219848600862,29.97002104972087,9.210340371976184,0.0
5000,0.00011156541151876421,0,1.0,0.9932856091520943,1.0067597786437652,0.9966371501966472,0.00011119023379657736,7.490937780444241e-07,0.00011081631774071978,147.93383817713135,0.9932856091520943,1.873237881019073,79.35692478802319,29.97180609630517,9.210340371976184,0.0
5001,0.00011146573922373679,0,1.0,0.9932923235429422,1.0067529732165175,0.9966405187142163,0.0001110912721588086,7.47676114759607e-07,0.00011071806310897718,148.08292109822887,0.9932923235429422,1.873349346758297,79.36164686756987,29.97358954813275,9.210340371976184,0.0
5002,0.00011136615320257471,0,1.0,0.9932990312193992,1.006746174686564,0.9966438838518997,0.00011099239545745974,7.462611158260567e-07,0.00011061989208674865,148.23215325148018,0.9932990312193992,1.8734607129114995,79.36636472830351,29.975371406583992,9.210340371976184,0.0
5003,0.00011126665349459279,0,1.0,0.9933057321881799,1.006739383046822,0.9966472456131004,0.00011089360373397316,7.448487770177977e-07,0.000110521804717575,148.38153478626728,0.9933057321881799,1.873571979564994,79.37107837388065,29.977151673039906,9.210340371976184,0.0
5004,0.00011116724013907205,0,1.0,0.9933124264559917,1.0067325982902164,0.9966506040012174,0.00011079489702975454,7.434390941144742e-07,0.00011042380104495758,148.53106585212024,0.9933124264559917,1.8736831468051331,79.37578780795947,29.97893034888213,9.210340371976184,0.0
5005,0.00011106791317525914,0,1.0,0.9933191140295357,1.0067258204096792,0.9966539590196468,0.00011069627538617241,7.420320629013408e-07,0.0001103258811123578,148.68074659871743,0.9933191140295357,1.8737942147183084,79.38049303419983,29.980707435492935,9.210340371976184,0.0
5006,0.00011096867264236702,0,1.0,0.9933257949155061,1.00671904939815,0.9966573106717806,0.00011059773884455871,7.406276791692251e-07,0.00011022804496319779,148.83057717589287,0.9933257949155061,1.8739051833909508,79.38519405626324,29.982482934255213,9.210340371976184,0.0
5007,0.00011086951857957408,0,1.0,0.9933324691205906,1.0067122852485757,0.996660658961008,0.00011049928744620802,7.392259387145657e-07,0.00011013029264085952,148.9805577336264,0.9933324691205906,1.8740160529095304,79.3898908778129,29.984256846552487,9.210340371976184,0.0
5008,0.00011077045102602493,0,1.0,0.99333913665147,1.0067055279539108,0.9966640038907143,0.00011040092123237829,7.378268373393867e-07,0.00011003262418868554,149.1306884220485,0.99333913665147,1.8741268233605564,79.39458350251363,29.9860291737689,9.210340371976184,0.0
5009,0.00011067147002082971,0,1.0,0.9933457975148186,1.006698777507117,0.9966673454642819,0.0001103026402442902,7.364303708512892e-07,0.00010993503964997842,149.28096939144044,0.9933457975148186,1.874237494830577,79.39927193403192,29.987799917289234,9.210340371976184,0.0
5010,0.00011057257560306463,0,1.0,0.9933524517173038,1.0066920339011636,0.9966706836850895,0.00011020444452312766,7.350365350634483e-07,0.00010983753906800117,149.4314007922341,0.9933524517173038,1.87434806740618,79.40395617603592,29.98956907849888,9.210340371976184,0.0
5011,0.00011047376781177164,0,1.0,0.9933590992655864,1.0066852971290274,0.9966740185565119,0.00011010633411003748,7.336453257946308e-07,0.00010974012248597701,149.58198277500722,0.9933590992655864,1.8744585411739918,79.40863623219542,29.99133665878387,9.210340371976184,0.0
5012,0.00011037504668595858,0,1.0,0.9933657401663208,1.0066785671836924,0.9966773500819214,0.00011000830904612956,7.322567388691167e-07,0.00010964278994708946,149.73271549049815,0.9933657401663208,1.8745689162206778,79.41331210618189,29.993102659530845,9.210340371976184,0.0
5013,0.00011027641226459881,0,1.0,0.9933723744261546,1.00667184405815,0.9966806782646861,0.00010991036937247649,7.308707701167782e-07,0.00010954554149448203,149.88359908958856,0.9933723744261546,1.8746791926329425,79.41798380166844,29.99486708212708,9.210340371976184,0.0
5014,0.00011017786458663182,0,1.0,0.9933790020517284,1.0066651277453988,0.9966840031081708,0.00010981251513011418,7.294874153730405e-07,0.00010944837717125878,150.03463372331078,0.9933790020517284,1.8747893704975291,79.4226513223298,29.996629927960466,9.210340371976184,0.0
5015,0.00011007940369096243,0,1.0,0.9933856230496767,1.0066584182384453,0.9966873246157377,0.00010971474636004111,7.281066704788352e-07,0.0001093512970204836,150.18581954285537,0.9933856230496767,1.8748994499012201,79.4273146718424,29.998391198419522,9.210340371976184,0.0
5016,0.00010998102961646175,0,1.0,0.993392237426627,1.006651715530303,0.9966906427907443,0.00010961706310321915,7.26728531280687e-07,0.00010925430108518106,150.33715669955356,0.993392237426627,1.8750094309308367,79.43197385388426,30.000150894893387,9.210340371976184,0.0
5017,0.00010988274240196602,0,1.0,0.9933988451892003,1.0066450196139924,0.9966939576365457,0.00010951946540057258,7.253529936306025e-07,0.00010915738940833542,150.4886453448975,0.9933988451892003,1.8751193136732387,79.43662887213509,30.00190901877182,9.210340371976184,0.0
5018,0.00010978454208627773,0,1.0,0.9934054463440112,1.0066383304825421,0.9966972691564931,0.0001094219532929891,7.239800533861215e-07,0.00010906056203289161,150.6402856305299,0.9934054463440112,1.875229098215325,79.44127973027624,30.0036655714452,9.210340371976184,0.0
5019,0.0001096864287081646,0,1.0,0.9934120408976671,1.0066316481289876,0.9967005773539349,0.00010932452682131887,7.226097064103413e-07,0.00010896381900175425,150.79207770823663,0.9934120408976671,1.8753387846440333,79.44592643199067,30.005420554304532,9.210340371976184,0.0
5020,0.00010958840230636033,0,1.0,0.9934186288567695,1.0066249725463718,0.9967038822322152,0.00010922718602637517,7.212419485718191e-07,0.0001088671603577885,150.94402172996715,0.9934186288567695,1.8754483730463396,79.450568980963,30.007173968741434,9.210340371976184,0.0
5021,0.00010949046291956416,0,1.0,0.9934252102279127,1.006618303727745,0.9967071837946754,0.00010912993094893412,7.19876775744649e-07,0.0001087705861438195,151.0961178478163,0.9934252102279127,1.8755578635092591,79.4552073808795,30.008925816148146,9.210340371976184,0.0
5022,0.00010939261058644112,0,1.0,0.9934317850176848,1.0066116416661646,0.9967104820446532,0.00010903276162973475,7.185141838084338e-07,0.00010867409640263269,151.24836621402974,0.9934317850176848,1.8756672561198455,79.45984163542808,30.01067609791753,9.210340371976184,0.0
5023,0.00010929484534562159,0,1.0,0.9934383532326672,1.0066049863546953,0.996713776985483,0.00010893567810947874,7.171541686482406e-07,0.00010857769117697335,151.40076698101157,0.9934383532326672,1.8757765509651911,79.46447174829825,30.012424815443058,9.210340371976184,0.0
5024,0.00010919716723570194,0,1.0,0.9934449148794344,1.0065983377864098,0.9967170686204958,0.00010883868042883088,7.157967261546604e-07,0.00010848137050954727,151.55332030131132,0.9934449148794344,1.875885748132427,79.4690977231812,30.01417197011883,9.210340371976184,0.0
5025,0.00010909957629524362,0,1.0,0.993451469964555,1.0065916959543868,0.9967203569530196,0.00010874176862841842,7.144418522237236e-07,0.0001083851344430199,151.7060263276397,0.993451469964555,1.8759948477087223,79.47371956376975,30.015917563339556,9.210340371976184,0.0
5026,0.00010900207256277435,0,1.0,0.9934580184945905,1.0065850608517135,0.9967236419863784,0.00010864494274883195,7.130895427569765e-07,0.00010828898302001737,151.85888521285278,0.9934580184945905,1.876103849781285,79.47833727375829,30.01766159650056,9.210340371976184,0.0
5027,0.00010890465607678686,0,1.0,0.9934645604760959,1.0065784324714835,0.9967269237238934,0.00010854820283062439,7.117397936614177e-07,0.00010819291628312545,152.0118971099626,0.9934645604760959,1.8762127544373617,79.4829508568429,30.019404070997787,9.210340371976184,0.0
5028,0.00010880732687573971,0,1.0,0.9934710959156198,1.0065718108067985,0.9967302021688816,0.00010845154891431162,7.103926008495114e-07,0.0001080969342748902,152.16506217213447,0.9934710959156198,1.8763215617642375,79.48756031672131,30.0211449882278,9.210340371976184,0.0
5029,0.00010871008499805683,0,1.0,0.9934776248197041,1.0065651958507666,0.9967334773246579,0.00010835498104037231,7.09047960239179e-07,0.00010800103703781765,152.31838055268685,0.9934776248197041,1.8764302718492356,79.49216565709283,30.02288434958777,9.210340371976184,0.0
5030,0.00010861293048212785,0,1.0,0.9934841471948844,1.0065585875965037,0.9967367491945327,0.00010825849924924789,7.077058677537956e-07,0.00010790522461437406,152.47185240509168,0.9934841471948844,1.8765388847797178,79.49676688165839,30.024622156475484,9.210340371976184,0.0
5031,0.00010851586336630781,0,1.0,0.9934906630476895,1.006551986037133,0.9967400177818132,0.00010816210358134246,7.063663193221831e-07,0.00010780949704698563,152.62547788297402,0.9934906630476895,1.876647400643084,79.50136399412057,30.026358410289344,9.210340371976184,0.0
5032,0.00010841888368891737,0,1.0,0.9934971723846419,1.0065453911657842,0.9967432830898043,0.00010806579407702313,7.050293108785944e-07,0.00010771385437803878,152.7792571401149,0.9934971723846419,1.8767558195267728,79.50595699818356,30.028093112428365,9.210340371976184,0.0
5033,0.00010832199148824239,0,1.0,0.9935036752122572,1.0065388029755953,0.9967465451218064,0.00010796957077661932,7.03694838362729e-07,0.00010761829664987965,152.933190330446,0.9935036752122572,1.876864141518261,79.51054589755321,30.029826264292176,9.210340371976184,0.0
5034,0.00010822518680253456,0,1.0,0.993510171537045,1.0065322214597106,0.9967498038811169,0.00010787343372042356,7.023628977197088e-07,0.00010752282390481485,153.0872776080548,0.993510171537045,1.8769723667050635,79.51513069593696,30.031557867281016,9.210340371976184,0.0
5035,0.00010812846967001065,0,1.0,0.9935166613655079,1.0065256466112822,0.9967530593710298,0.00010777738294869072,7.010334849000906e-07,0.00010742743618511056,153.24151912717952,0.9935166613655079,1.8770804951747335,79.51971139704385,30.033287922795736,9.210340371976184,0.0
5036,0.00010803184012885317,0,1.0,0.9935231447041424,1.0065190784234688,0.9967563115948364,0.00010768141850163871,6.997065958598064e-07,0.00010733213353299337,153.3959150422222,0.9935231447041424,1.8771885270148623,79.52428800458455,30.035016432237796,9.210340371976184,0.0
5037,0.0001079352982172099,0,1.0,0.9935296215594382,1.0065125168894369,0.9967595605558234,0.00010758554041944787,6.983822265602382e-07,0.00010723691599064965,153.55046550773017,0.9935296215594382,1.8772964623130795,79.52886052227139,30.03674339700927,9.210340371976184,0.0
5038,0.0001078388439731941,0,1.0,0.9935360919378788,1.00650596200236,0.9967628062572754,0.00010748974874226143,6.970603729681552e-07,0.00010714178360022595,153.70517067840933,0.9935360919378788,1.8774043011570527,79.53342895381823,30.038468818512843,9.210340371976184,0.0
5039,0.00010774247743488434,0,1.0,0.993542555845941,1.0064994137554188,0.996766048702473,0.00010739404351018502,6.957410310557299e-07,0.00010704673640382861,153.86003070911883,0.993542555845941,1.8775120436344876,79.53799330294063,30.040192698151802,9.210340371976184,0.0
5040,0.00010764619864032457,0,1.0,0.993549013290095,1.0064928721418007,0.9967692878946939,0.00010729842476328709,6.944241968005232e-07,0.00010695177444352405,154.01504575487377,0.993549013290095,1.8776196898331279,79.54255357335572,30.041915037330046,9.210340371976184,0.0
5041,0.00010755000762752425,0,1.0,0.993555464276805,1.0064863371547013,0.9967725238372118,0.00010720289254159873,6.931098661854783e-07,0.00010685689776133877,154.17021597084516,0.993555464276805,1.8777272398407554,79.54710976878222,30.043635837452086,9.210340371976184,0.0
5042,0.00010745390443445791,0,1.0,0.9935619088125281,1.006479808787322,0.996775756533298,0.00010710744688511348,6.917980351989259e-07,0.00010676210639925898,154.3255415123572,0.9935619088125281,1.87783469374519,79.5516618929405,30.04535509992304,9.210340371976184,0.0
5043,0.00010735788909906573,0,1.0,0.9935683469037155,1.0064732870328725,0.9967789859862194,0.00010701208783378774,6.9048869983457e-07,0.00010666740039923116,154.4810225348901,0.9935683469037155,1.877942051634289,79.55620994955251,30.047072826148625,9.210340371976184,0.0
5044,0.00010726196165925291,0,1.0,0.9935747785568119,1.006466771884569,0.9967822121992406,0.00010691681542754023,6.891818560914552e-07,0.00010657277980316145,154.6366591940852,0.9935747785568119,1.8780493135959484,79.56075394234182,30.048789017535174,9.210340371976184,0.0
5045,0.00010716612215289011,0,1.0,0.9935812037782551,1.0064602633356352,0.9967854351756225,0.00010682162970625249,6.87877499974024e-07,0.00010647824465291608,154.79245164573194,0.9935812037782551,1.8781564797181012,79.56529387503359,30.05050367548962,9.210340371976184,0.0
5046,0.00010707037061781331,0,1.0,0.9935876225744769,1.0064537613793014,0.9967886549186226,0.00010672653070976854,6.865756274920623e-07,0.00010638379499032126,154.9484000457782,0.9935876225744769,1.878263550088719,79.5698297513546,30.052216801419505,9.210340371976184,0.0
5047,0.0001069747070918237,0,1.0,0.9935940349519023,1.0064472660088057,0.9967918714314951,0.00010663151847789498,6.852762346607065e-07,0.00010628943085716299,155.1045045503277,0.9935940349519023,1.878370524795811,79.57436157503324,30.053928396732974,9.210340371976184,0.0
5048,0.00010687913161268763,0,1.0,0.9936004409169504,1.0064407772173931,0.9967950847174912,0.00010653659305040086,6.839793175004251e-07,0.00010619515229518721,155.26076531564306,0.9936004409169504,1.8784774039274237,79.57888934979945,30.05563846283878,9.210340371976184,0.0
5049,0.00010678364421813691,0,1.0,0.9936068404760334,1.0064342949983152,0.9967982947798583,0.00010644175446701795,6.826848720370401e-07,0.00010610095934609987,155.41718249813977,0.9936068404760334,1.8785841875716418,79.58341307938483,30.05734700114627,9.210340371976184,0.0
5050,0.00010668824494586827,0,1.0,0.9936132336355574,1.0064278193448308,0.9968015016218411,0.00010634700276744029,6.81392894301682e-07,0.00010600685205156659,155.57375625439497,0.9936132336355574,1.8786908758165877,79.58793276752253,30.059054013065403,9.210340371976184,0.0
5051,0.0001065929338335441,0,1.0,0.9936196204019219,1.0064213502502066,0.9968047052466806,0.00010625233799132485,6.801033803308372e-07,0.00010591283045321326,155.73048674113605,0.9936196204019219,1.8787974687504212,79.59244841794732,30.06075950000674,9.210340371976184,0.0
5052,0.00010649771091879145,0,1.0,0.99362600078152,1.0064148877077157,0.9968079056576146,0.00010615776017829058,6.78816326166289e-07,0.00010581889459262517,155.88737411525193,0.99362600078152,1.87890396646134,79.59696003439558,30.06246346338144,9.210340371976184,0.0
5053,0.00010640257623920304,0,1.0,0.9936323747807384,1.006408431710638,0.9968111028578777,0.0001060632693679194,6.775317278551541e-07,0.00010572504451134789,156.04441853378458,0.9936323747807384,1.8790103690375792,79.60146762060522,30.064165904601268,9.210340371976184,0.0
5054,0.00010630752983233635,0,1.0,0.9936387424059577,1.0064019822522614,0.9968142968507011,0.0001059688655997553,6.762495814498246e-07,0.00010563128025088654,156.20162015394018,0.9936387424059577,1.8791166765674117,79.6059711803158,30.065866825078587,9.210340371976184,0.0
5055,0.00010621257173571428,0,1.0,0.9936451036635517,1.0063955393258799,0.9968174876393129,0.000105874548913305,6.749698830080384e-07,0.00010553760185270624,156.35897913307247,0.9936451036635517,1.8792228891391474,79.61047071726847,30.067566226226358,9.210340371976184,0.0
5056,0.00010611770198682476,0,1.0,0.9936514585598882,1.0063891029247949,0.9968206752269378,0.00010578031934803762,6.736926285927877e-07,0.00010544400935823198,156.51649562870224,0.9936514585598882,1.8793290068411341,79.61496623520593,30.069264109458146,9.210340371976184,0.0
5057,0.00010602292062312097,0,1.0,0.9936578071013283,1.006382673042315,0.9968238596167972,0.00010568617694338477,6.724178142723871e-07,0.00010535050280884858,156.67416979850054,0.9936578071013283,1.8794350297617572,79.61945773787248,30.070960476188116,9.210340371976184,0.0
5058,0.00010592822768202098,0,1.0,0.993664149294227,1.006376249671756,0.9968270408121094,0.00010559212173874033,6.711454361204185e-07,0.00010525708224590056,156.83200180029993,0.993664149294227,1.8795409579894393,79.62394522901404,30.07265532783103,9.210340371976184,0.0
5059,0.00010583362320090809,0,1.0,0.9936704851449327,1.0063698328064399,0.9968302188160894,0.00010549815377346076,6.698754902157404e-07,0.00010516374771069235,156.98999179209147,0.9936704851449327,1.8796467916126403,79.62842871237805,30.074348665802244,9.210340371976184,0.0
5060,0.00010573910721713054,0,1.0,0.9936768146597879,1.0063634224396965,0.9968333936319489,0.00010540427308686474,6.686079726424801e-07,0.00010507049924448806,157.1481399320251,0.9936768146597879,1.8797525307198575,79.63290819171361,30.07604049151772,9.210340371976184,0.0
5061,0.00010564467976800199,0,1.0,0.9936831378451281,1.006357018564862,0.9968365652628962,0.00010531047971823368,6.673428794900557e-07,0.00010497733688851193,157.30644637840362,0.9936831378451281,1.8798581753996255,79.63738367077131,30.07773080639401,9.210340371976184,0.0
5062,0.00010555034089080071,0,1.0,0.9936894547072829,1.0063506211752806,0.9968397337121364,0.00010521677370681101,6.660802068531308e-07,0.00010488426068394758,157.46491128969146,0.9936894547072829,1.8799637257405164,79.64185515330341,30.079419611848262,9.210340371976184,0.0
5063,0.0001054560906227703,0,1.0,0.9936957652525756,1.0063442302643022,0.9968428989828716,0.00010512315509180277,6.648199508316012e-07,0.0001047912706719387,157.6235348245172,0.9936957652525756,1.8800691818311392,79.64632264306367,30.081106909298228,9.210340371976184,0.0
5064,0.00010536192900111917,0,1.0,0.9937020694873231,1.0063378458252845,0.9968460610783006,0.00010502962391237721,6.635621075306464e-07,0.00010469836689358851,157.78231714165966,0.9937020694873231,1.8801745437601403,79.65078614380748,30.082792700162244,9.210340371976184,0.0
